"date","year","week","case.uk","death.uk","case.sa","death.sa","case.br","death.br","case.in","death.in","mob.bus.uk","mob.full.uk","mob.bus.sa","mob.full.sa","mob.bus.br","mob.full.br","mob.bus.in","mob.full.in"
2021-06-06,2021,23,686.511946935273,0.879673610595117,798.341240965448,12.9409426342503,2184.14642314474,64.2122496495068,454.782539645911,17.0367676193366,-17.8095238095238,6.44047619047619,-4.16666666666667,1.45238095238095,-5.47619047619048,0.333333333333333,-28.0952380952381,-11.3928571428571
2021-06-13,2021,24,915.945485805323,1.08493078640064,1178.15874003119,14.7230286855563,2378.25985289446,67.8899325309682,318.584309383001,11.7717754335683,-19.1428571428571,2.73809523809524,-11.6190476190476,-2.30952380952381,-9.02380952380952,-2.92857142857143,-23.3571428571429,-8.32142857142857
2021-06-20,2021,25,1419.83719118105,1.74468599434698,1727.07455385309,19.7861516724445,2351.21229442191,55.7727384882369,253.41407601603,6.52120590821847,-19.4285714285714,1.28571428571429,-7.73809523809524,-1.38095238095238,-9.90476190476191,-3.54761904761905,-19.7619047619048,-5.63095238095238
2021-06-27,2021,26,2372.25980937238,1.73002476750373,2205.95605135965,28.7965119879263,1659.54154939808,50.7118356157811,225.173785783613,4.50996591286059,-20.3333333333333,0.821428571428571,-9.04761904761905,0.30952380952381,-7.30952380952381,-1.26190476190476,-15.6190476190476,-2.33333333333333
2021-07-04,2021,27,3082.91879691849,2.81495555390438,2214.88313662601,43.8193308503378,1527.98143991678,43.4873149871414,210.418683042481,4.35203778127816,-20.5714285714286,0.511904761904762,-13.5,-1.89285714285714,-1.5952380952381,4.61904761904762,-11.5,1.25
2021-07-11,2021,28,4346.27671400151,4.16378842348356,1741.8308925583,42.2704149365859,1277.81956228873,39.127368191203,193.871564744352,4.01598979352744,-19.9761904761905,3.55952380952381,-20.9047619047619,-7.26190476190476,-1.69047619047619,3.79761904761905,-9.90476190476191,2.16666666666667
2021-07-18,2021,29,4147.95429849284,6.55356839893362,1402.76820253505,46.8338876287153,1533.15916880199,38.2348174537708,191.703117750433,5.00610543125651,-20.3809523809524,4.39285714285714,-15.0714285714286,-4.69047619047619,-1.64285714285714,3.75,-11.9761904761905,0.630952380952381
2021-07-25,2021,30,2745.57862848211,7.68248286586403,1321.55837462693,42.0538998088571,1155.74105200245,32.3467864110244,204.746250699891,2.74030547951235,-20.7619047619048,1.42857142857143,-5.30952380952381,2.58333333333333,-2.02380952380952,3.01190476190476,-10.0238095238095,1.33333333333333
2021-08-01,2021,31,2722.94169423613,9.19258923071898,1266.3470170561,43.4695756440068,1093.13632828842,29.8233445355616,200.930014753159,2.53189803646523,-20.5714285714286,2.10714285714286,-3.0952380952381,4.79761904761905,3.42857142857143,7.60714285714286,-5.90476190476191,5.10714285714286
2021-08-08,2021,32,2914.05078613792,8.98733205491345,1198.47785201804,37.4071520676012,926.958334708181,28.2064725190614,186.139576494002,2.42517034936843,-19.2619047619048,3.92857142857143,-11.4047619047619,-1.26190476190476,3.28571428571429,6.83333333333333,-4.11904761904762,6.94047619047619
2021-08-15,2021,33,3224.28234614113,10.2188751097466,1411.97842296843,39.6722334038407,964.258544059928,25.3325526053399,167.056233361282,2.26579995174416,-19.4761904761905,2.3452380952381,-5.92857142857143,1.03571428571429,2.19047619047619,5.9047619047619,-2.69047619047619,8.41666666666667
2021-08-22,2021,34,3482.86240397556,11.5090630719528,1281.86948621327,36.8075717138908,804.314386520181,22.4352674890679,195.279937534217,2.49728365146086,-17.5238095238095,6.07142857142857,-3.26190476190476,3.5952380952381,1.04761904761905,4.73809523809524,-2.76190476190476,7.88095238095238
2021-08-29,2021,35,3564.51077626563,11.5090630719528,946.387623302451,31.3447284911957,697.493353499435,20.3370723000257,211.755663663275,1.94922255555839,-18.4285714285714,4.01190476190476,3.04761904761905,9.30952380952381,4.5,7.89285714285714,-2.66666666666667,8.07142857142857
2021-09-05,2021,36,3754.02179444151,14.4119859869167,669.864495173162,23.4502538340082,520.109408775934,14.9350374703314,179.019830178416,1.53024427040137,-14.5952380952381,6.46428571428571,3.1720657846433e-17,6.34523809523809,-1.47619047619048,6.36904761904762,-1.4047619047619,9.51190476190476
2021-09-12,2021,37,2977.35796364708,14.7052105237817,434.945581587447,22.7340884115208,1126.95512246013,18.458510014959,152.333581606091,1.57423338467775,-15.5714285714286,4,-1.66666666666667,4.75,4.23809523809524,7.08333333333333,-1.42857142857143,8.80952380952381
2021-09-19,2021,38,3379.32482000852,14.0454553158354,260.267838539806,14.7396836953816,527.955443792419,17.252865563349,147.530835686736,1.49995668352255,-15.6428571428571,3.41666666666667,-1.47619047619048,7.25,4.45238095238095,7.16666666666667,0.0476190476190476,9.77380952380952
2021-09-26,2021,39,3515.4836337018,11.8022876088178,160.504329686319,12.524567388618,541.198840598088,16.4631217171394,116.216355386119,1.36943160673525,-18.1666666666667,-3.3452380952381,6.30952380952381,10.9880952380952,4.76190476190476,7.19047619047619,-0.523809523809524,9.5
2021-10-03,2021,40,3660.89368153317,11.5383855256393,97.998077812006,8.97705029583128,504.987449685198,14.5144638244209,100.649977996447,1.27784771307786,-17.3333333333333,-1.80952380952381,5.30952380952381,11.7619047619048,8.11904761904762,9.79761904761905,3.95238095238095,13.4166666666667
2021-10-10,2021,41,4160.2110841338,12.1688182798991,77.9787560020075,4.91322789846053,334.332683296264,10.8554731049999,82.385120842476,1.1069391871188,-17.5238095238095,-1.16666666666667,3.5952380952381,8.07142857142857,-0.523809523809524,5.52380952380952,4.09523809523809,16.3333333333333
2021-10-17,2021,42,4845.02232875526,13.6935858715973,52.5132459791392,5.44618821286981,396.428045594688,10.7713583758179,77.7013618715727,1.54683032988263,-18.9285714285714,-3.83333333333333,4.16666666666667,8.10714285714286,6.28571428571429,7.59523809523809,4.33333333333333,14.297619047619
2021-10-24,2021,43,NA,NA,NA,NA,NA,NA,NA,NA,-17.1666666666667,-0.916666666666667,2.33333333333333,6.79166666666667,0.333333333333333,4.33333333333333,5.16666666666667,14.4166666666667
